88575,0
88576,1
88578,0
88579,0
88581,0
88583,0
88586,1
88587,0
88588,0
88592,0
88596,1
88597,1
88598,0
88599,1
88601,0
88602,0
88605,0
88606,1
88608,1
88609,1
88610,0
88611,1
88613,1
88616,1
88618,0
88620,0
88624,1
88625,0
88628,0
88629,0
88630,1
88632,0
88634,0
88635,1
88636,0
88637,0
88638,1
88641,0
88642,0
88643,1
88645,0
88647,0
88648,0
88649,0
88650,1
88651,0
88652,1
88654,0
88658,0
88659,1
88660,1
88661,1
88663,0
88666,1
88667,0
88668,0
88669,0
88670,0
88673,1
88674,0
88675,0
88677,0
88678,0
88679,1
88680,0
88681,1
88683,0
88684,1
88686,0
88687,1
88688,0
88689,1
88693,1
88694,0
88695,0
88697,1
88698,1
88700,1
88702,0
88707,1
88710,1
88714,0
88716,1
88717,0
88718,1
88721,1
88723,0
88724,1
88727,0
88730,1
88732,0
88735,0
88738,1
88740,0
88741,0
88742,1
88745,0
88747,1
88748,0
88749,1
88750,0
88752,1
88754,0
88755,0
88756,1
88758,0
88759,1
88761,0
88762,0
88763,1
88764,0
88765,0
88766,0
88767,0
88768,0
88772,0
88773,0
88774,0
88777,0
88779,0
88781,1
88782,0
88783,1
88785,1
88788,1
88790,0
88793,1
88794,1
88796,0
88797,1
88798,1
88799,1
88801,1
88803,1
88804,1
88805,0
88806,1
88810,0
88812,0
88813,1
88814,0
88816,0
88817,1
88819,1
88824,0
88825,0
88830,1
88832,0
88834,1
88835,0
88836,0
88838,1
88839,0
88840,0
88842,0
88844,1
88846,1
88848,1
88849,0
88850,0
88852,0
88853,1
88854,0
88855,0
88857,1
88859,1
88860,0
88863,0
88867,0
88869,1
88874,1
88876,1
88877,1
88880,0
88882,0
88883,0
88887,1
88892,1
88894,0
88895,1
88897,0
88898,1
88899,1
88900,0
88901,1
88902,0
88905,1
88906,1
88907,1
88910,1
88912,1
88913,1
88914,1
88922,1
88925,1
88928,0
88929,0
88930,1
88933,1
88935,1
88936,0
88938,0
88939,1
88942,1
88946,1
88947,1
88950,1
88952,0
88953,0
88954,1
88956,0
88957,0
88958,0
88959,1
88961,0
88962,0
88963,0
88965,1
88966,0
88967,1
88968,1
88969,0
88974,1
88975,1
88976,1
88977,1
88978,0
88980,1
88981,0
88982,1
88983,1
88986,0
88987,1
88989,1
88991,0
88993,1
88995,1
88996,0
88997,0
88999,0
89001,0
89002,1
89003,1
89004,0
89006,1
89007,1
89008,1
89011,0
89012,1
89015,0
89016,1
89018,0
89025,1
89028,0
89029,0
89032,1
89034,1
89037,0
89038,0
89039,0
89040,0
89041,1
89045,0
89047,0
89049,1
89051,1
89053,1
89054,1
89055,0
89056,0
89058,1
89061,1
89064,0
89065,1
89066,1
89069,0
89072,0
89074,1
89077,0
89078,1
89079,0
89080,1
89081,0
89082,0
89083,0
89084,0
89085,0
89087,0
89089,1
89090,0
89091,1
89095,0
89097,0
89098,0
89100,1
89101,0
89102,1
89103,1
89106,0
89107,0
89109,1
89110,1
89112,0
89118,0
89121,0
89122,0
89123,0
89124,0
89125,1
89126,0
89127,1
89129,0
89130,0
89131,1
89132,1
89135,0
89137,1
89138,1
89139,0
89140,1
89141,0
89142,1
89144,1
89145,1
89146,1
89147,1
89149,0
89152,1
89154,1
89157,0
89158,0
89159,1
89163,0
89164,0
89166,0
89168,0
89175,0
89176,0
89178,1
89179,0
89183,0
89185,0
89186,1
89190,1
89193,1
89194,1
89195,1
89196,0
89198,1
89200,1
89201,0
89202,0
89204,1
89205,0
89206,0
89208,1
89209,0
89212,1
89214,0
89215,0
89218,1
89219,1
89221,1
89223,0
89225,1
89228,1
89229,0
89231,0
89234,0
89237,0
89238,0
89240,0
89243,1
89244,1
89247,1
89248,0
89249,0
89250,1
89251,1
89254,1
89257,0
89260,1
89261,0
89262,1
89263,1
89264,1
89265,1
89266,0
89267,0
89269,0
89270,1
89271,1
89274,0
89276,0
89277,0
89279,0
89280,1
89282,1
89284,0
89285,1
89286,1
89291,1
89293,0
89295,1
89296,0
89298,1
89299,1
89300,0
89301,1
89303,0
89306,1
89309,1
89310,0
89311,0
89313,1
89314,0
89316,0
89317,0
89318,1
89320,1
89321,0
89322,0
89323,0
89324,0
89325,1
89327,0
89331,0
89332,1
89333,1
89335,0
89337,1
89339,1
89340,0
89343,1
89344,1
89345,0
89346,1
89347,1
89349,0
89350,0
89351,0
89353,1
89354,0
89356,0
89358,0
89359,0
89360,1
89361,0
89362,1
89363,0
89365,1
89367,0
89368,0
89369,1
89370,1
89373,0
89374,0
89375,1
89376,1
89381,1
89382,0
89383,0
89384,1
89385,1
89387,1
89392,1
89395,1
89396,0
89397,1
89398,0
89403,1
89404,0
89405,1
89406,0
89407,0
89408,1
89411,1
89412,1
89413,1
89414,1
89431,0
89441,0
89442,0
89450,0
89494,0
89512,1
89536,0
89539,0
89547,0
89556,1
89564,1
89566,0
89570,1
89573,0
89575,1
89578,0
89580,0
89586,0
89594,1
89606,0
89607,1
89611,0
89613,1
89614,1
89616,1
89633,0
89639,1
89646,0
89651,1
89658,1
89664,0
89666,0
89704,0
89735,0
89747,0
89756,0
89761,0
89763,0
89771,1
89784,1
89828,1
89834,0
89839,0
89845,0
89850,1
89861,0
89876,0
89881,1
89929,0
89934,0
89943,1
89954,1
89956,0
89961,0
89963,1
89966,1
89970,0
89983,0
89987,1
89990,1
89993,1
90005,0
90017,0
90020,1
90025,1
90027,1
90045,1
90077,1
90109,0
90117,1
90120,1
90131,0
90141,0
90151,1
90157,1
90190,1
90206,1
90209,0
90210,0
90218,1
90220,1
90243,0
90244,0
90245,0
90263,0
90264,1
90268,1
90293,1
90296,0
90330,0
90338,0
90377,0
90390,1
90398,1
90401,0
90406,0
90408,1
90414,0
90424,0
90428,0
90433,1
90439,0
90462,1
90463,0
90472,0
90489,1
90492,0
90498,1
90518,0
90525,0
90560,1
90581,1
90588,0
90607,0
90608,0
90610,1
90612,0
90629,0
90652,0
90660,1
90670,0
90671,0
90709,1
90727,0
90737,1
90754,0
90762,0
90777,1
90778,0
90781,0
90783,1
90792,1
90796,1
90809,0
90815,0
90825,0
90828,0
90838,1
90851,0
90857,1
90861,1
90867,1
90882,0
90887,1
90927,0
90965,1
91001,1
91002,0
91009,1
91024,0
91041,1
91049,1
91053,0
91079,0
91080,0
91089,0
91106,1
91113,1
91114,0
91138,1
91154,0
91157,1
91191,0
91194,0
91208,0
91213,0
91248,1
91256,1
91265,1
